token,tag
seven,B_quantity
humidifier,B_mep_obj
inside 3rd storey show me seven humidifier,sentence
in,O
3rd,B_ordinal
level,B_loc_level
",",O
highlight,O
eight,B_quantity
exchanger,B_mep_obj
instances,O
"in 3rd level , highlight eight exchanger instances",sentence
at,O
1st,B_ordinal
floor,B_loc_level
hide,O
5,B_quantity
junction,B_mep_obj
box,I_mep_obj
items,O
at 1st floor hide 5 junction box items,sentence
at,O
twenty,B_ordinal
second,I_ordinal
story,B_loc_level
ignore,O
7,B_quantity
electric,B_mep_obj
time,I_mep_obj
control,I_mep_obj
at twenty second story ignore 7 electric time control,sentence
inside,O
21st,B_ordinal
storey,B_loc_level
",",O
discard,O
3,B_quantity
time,B_mep_obj
controller,I_mep_obj
"inside 21st storey , discard 3 time controller",sentence
at,O
sixty,B_ordinal
third,I_ordinal
story,B_loc_level
blank,O
out,O
ten,B_quantity
air,B_mep_obj
terminal,I_mep_obj
boxes,I_mep_obj
objects,O
at sixty third story blank out ten air terminal boxes objects,sentence
inside,O
twenty,B_ordinal
first,I_ordinal
story,B_loc_level
",",O
hide,O
for,O
me,O
5,B_quantity
fittings,B_mep_obj
items,O
"inside twenty first story , hide for me 5 fittings items",sentence
inside,O
16th,B_ordinal
floor,B_loc_level
mask,O
nine,B_quantity
electric,B_mep_obj
time,I_mep_obj
controller,I_mep_obj
inside 16th floor mask nine electric time controller,sentence
in,O
24th,B_ordinal
floor,B_loc_level
except,O
for,O
4,B_quantity
boards,B_mep_obj
items,O
in 24th floor except for 4 boards items,sentence
at,O
twenty-first,B_ordinal
story,B_loc_level
omit,O
five,B_quantity
filters,B_mep_obj
at twenty-first story omit five filters,sentence
in,O
30th,B_ordinal
level,B_loc_level
",",O
ignore,O
all,B_quantity
electric,B_mep_obj
distribution,I_mep_obj
board,I_mep_obj
items,O
"in 30th level , ignore all electric distribution board items",sentence
at,O
24th,B_ordinal
story,B_loc_level
",",O
deselect,O
one,B_quantity
air,B_mep_obj
terminal,I_mep_obj
"at 24th story , deselect one air terminal",sentence
in,O
20th,B_ordinal
story,B_loc_level
",",O
omit,O
junction,B_mep_obj
box,I_mep_obj
"in 20th story , omit junction box",sentence
at,O
15th,B_ordinal
storey,B_loc_level
hide,O
for,O
me,O
10,B_quantity
light,B_mep_obj
fixture,I_mep_obj
at 15th storey hide for me 10 light fixture,sentence
at,O
sixth,B_ordinal
level,B_loc_level
omit,O
7,B_quantity
light,B_mep_obj
fixture,I_mep_obj
at sixth level omit 7 light fixture,sentence
within,O
20th,B_ordinal
level,B_loc_level
discard,O
9,B_quantity
appliance,B_mep_obj
within 20th level discard 9 appliance,sentence
within,O
fifteenth,B_ordinal
floor,B_loc_level
except,O
for,O
five,B_quantity
room,B_mep_obj
heater,I_mep_obj
items,O
within fifteenth floor except for five room heater items,sentence
in,O
twenty,B_ordinal
ninth,I_ordinal
floor,B_loc_level
",",O
exclude,O
one,B_quantity
electric,B_mep_obj
flow,I_mep_obj
storage,I_mep_obj
"in twenty ninth floor , exclude one electric flow storage",sentence
at,O
fourteenth,B_ordinal
storey,B_loc_level
exclude,O
eight,B_quantity
heater,B_mep_obj
objects,O
at fourteenth storey exclude eight heater objects,sentence
in,O
twenty-first,B_ordinal
floor,B_loc_level
exclude,O
every,B_quantity
time,B_mep_obj
controller,I_mep_obj
in twenty-first floor exclude every time controller,sentence
within,O
sixth,B_ordinal
story,B_loc_level
hide,O
for,O
me,O
6,B_quantity
pump,B_mep_obj
within sixth story hide for me 6 pump,sentence
in,O
fifty,B_ordinal
second,I_ordinal
floor,B_loc_level
",",O
exclude,O
2,B_quantity
electric,B_mep_obj
time,I_mep_obj
controller,I_mep_obj
"in fifty second floor , exclude 2 electric time controller",sentence
in,O
14th,B_ordinal
story,B_loc_level
ignore,O
two,B_quantity
electric,B_mep_obj
flow,I_mep_obj
storage,I_mep_obj
in 14th story ignore two electric flow storage,sentence
within,O
16th,B_ordinal
level,B_loc_level
",",O
except,O
for,O
three,B_quantity
room,B_mep_obj
heater,I_mep_obj
"within 16th level , except for three room heater",sentence
in,O
25th,B_ordinal
storey,B_loc_level
hide,O
two,B_quantity
appliances,B_mep_obj
in 25th storey hide two appliances,sentence
inside,O
26th,B_ordinal
level,B_loc_level
",",O
exclude,O
five,B_quantity
fittings,B_mep_obj
"inside 26th level , exclude five fittings",sentence
in,O
sixth,B_ordinal
floor,B_loc_level
",",O
hide,O
9,B_quantity
boards,B_mep_obj
"in sixth floor , hide 9 boards",sentence
at,O
eighth,B_ordinal
storey,B_loc_level
",",O
print,O
the,O
total,O
quantity,O
of,O
elements,O
of,O
column,B_built_obj
that,O
are,O
modeled,O
"at eighth storey , print the total quantity of elements of column that are modeled",sentence
at,O
twenty-ninth,B_ordinal
floor,B_loc_level
",",O
find,O
me,O
the,O
quantity,O
of,O
elements,O
of,O
slabs,B_built_obj
that,O
are,O
available,O
"at twenty-ninth floor , find me the quantity of elements of slabs that are available",sentence
inside,O
26th,B_ordinal
floor,B_loc_level
",",O
print,O
the,O
total,O
quantity,O
of,O
examples,O
of,O
slabs,B_built_obj
available,O
in,O
this,O
model,O
"inside 26th floor , print the total quantity of examples of slabs available in this model",sentence
at,O
twenty,B_ordinal
second,I_ordinal
level,B_loc_level
give,O
me,O
the,O
total,O
number,O
of,O
columns,B_built_obj
that,O
are,O
available,O
for,O
this,O
project,O
at twenty second level give me the total number of columns that are available for this project,sentence
at,O
forty,B_ordinal
first,I_ordinal
story,B_loc_level
",",O
what,O
is,O
the,O
number,O
of,O
covering,B_built_obj
that,O
are,O
modeled,O
"at forty first story , what is the number of covering that are modeled",sentence
in,O
fifth,B_ordinal
storey,B_loc_level
find,O
me,O
the,O
quantity,O
of,O
beams,B_built_obj
that,O
are,O
modeled,O
in fifth storey find me the quantity of beams that are modeled,sentence
in,O
25th,B_ordinal
level,B_loc_level
return,O
the,O
number,O
of,O
instances,O
of,O
shading,B_built_obj
elements,I_built_obj
existing,O
in 25th level return the number of instances of shading elements existing,sentence
in,O
5th,B_ordinal
story,B_loc_level
return,O
the,O
number,O
of,O
items,O
of,O
shading,B_built_obj
element,I_built_obj
modeled,O
in,O
this,O
model,O
in 5th story return the number of items of shading element modeled in this model,sentence
inside,O
twenty,B_ordinal
sixth,I_ordinal
floor,B_loc_level
what,O
is,O
the,O
number,O
of,O
items,O
of,O
roofs,B_built_obj
available,O
for,O
this,O
project,O
inside twenty sixth floor what is the number of items of roofs available for this project,sentence
in,O
13th,B_ordinal
story,B_loc_level
",",O
print,O
the,O
total,O
quantity,O
of,O
examples,O
of,O
footings,B_built_obj
there,O
for,O
this,O
project,O
"in 13th story , print the total quantity of examples of footings there for this project",sentence
in,O
nineth,B_ordinal
level,B_loc_level
",",O
give,O
me,O
the,O
number,O
of,O
examples,O
of,O
shading,B_built_obj
elements,I_built_obj
available,O
for,O
this,O
project,O
"in nineth level , give me the number of examples of shading elements available for this project",sentence
in,O
22nd,B_ordinal
floor,B_loc_level
find,O
me,O
the,O
quantity,O
of,O
items,O
of,O
curtain,B_built_obj
wall,I_built_obj
there,O
in,O
this,O
building,O
in 22nd floor find me the quantity of items of curtain wall there in this building,sentence
within,O
twenty,B_ordinal
ninth,I_ordinal
story,B_loc_level
print,O
the,O
total,O
quantity,O
of,O
stairs,B_built_obj
case,I_built_obj
that,O
are,O
existing,O
in,O
this,O
model,O
within twenty ninth story print the total quantity of stairs case that are existing in this model,sentence
at,O
thirty-first,B_ordinal
story,B_loc_level
",",O
give,O
me,O
the,O
total,O
number,O
of,O
items,O
of,O
shading,B_built_obj
elements,I_built_obj
modeled,O
"at thirty-first story , give me the total number of items of shading elements modeled",sentence
in,O
16th,B_ordinal
floor,B_loc_level
return,O
the,O
number,O
of,O
elements,O
of,O
doors,B_built_obj
that,O
are,O
available,O
in,O
this,O
building,O
in 16th floor return the number of elements of doors that are available in this building,sentence
in,O
fifth,B_ordinal
floor,B_loc_level
find,O
me,O
the,O
quantity,O
of,O
objects,O
of,O
footing,B_built_obj
modeled,O
for,O
this,O
project,O
in fifth floor find me the quantity of objects of footing modeled for this project,sentence
at,O
4th,B_ordinal
storey,B_loc_level
give,O
me,O
the,O
total,O
number,O
of,O
items,O
of,O
walls,B_built_obj
existing,O
for,O
this,O
project,O
at 4th storey give me the total number of items of walls existing for this project,sentence
in,O
10th,B_ordinal
storey,B_loc_level
",",O
what,O
is,O
the,O
number,O
of,O
facade,B_built_obj
shadings,I_built_obj
existing,O
"in 10th storey , what is the number of facade shadings existing",sentence
in,O
twenty-ninth,B_ordinal
story,B_loc_level
print,O
the,O
total,O
quantity,O
of,O
shading,B_built_obj
element,I_built_obj
that,O
are,O
available,O
in,O
this,O
model,O
in twenty-ninth story print the total quantity of shading element that are available in this model,sentence
in,O
29th,B_ordinal
storey,B_loc_level
print,O
the,O
total,O
quantity,O
of,O
examples,O
of,O
wall,B_built_obj
there,O
in 29th storey print the total quantity of examples of wall there,sentence
at,O
8th,B_ordinal
story,B_loc_level
what,O
is,O
the,O
number,O
of,O
stair,B_built_obj
case,I_built_obj
that,O
are,O
there,O
in,O
this,O
model,O
at 8th story what is the number of stair case that are there in this model,sentence
inside,O
13th,B_ordinal
floor,B_loc_level
",",O
give,O
me,O
the,O
total,O
number,O
of,O
stair,B_built_obj
railings,I_built_obj
that,O
are,O
existing,O
"inside 13th floor , give me the total number of stair railings that are existing",sentence
at,O
21st,B_ordinal
story,B_loc_level
give,O
me,O
the,O
number,O
of,O
window,B_built_obj
existing,O
in,O
this,O
building,O
at 21st story give me the number of window existing in this building,sentence
inside,O
twenty-eighth,B_ordinal
floor,B_loc_level
find,O
me,O
the,O
quantity,O
of,O
objects,O
of,O
columns,B_built_obj
there,O
inside twenty-eighth floor find me the quantity of objects of columns there,sentence
at,O
twenty-second,B_ordinal
floor,B_loc_level
",",O
find,O
me,O
the,O
quantity,O
of,O
beam,B_built_obj
existing,O
"at twenty-second floor , find me the quantity of beam existing",sentence
in,O
floor,B_loc_level
two,B_number
mark,O
two,B_quantity
heat,B_mep_obj
recovery,I_mep_obj
in floor two mark two heat recovery,sentence
at,O
storey,B_loc_level
4,B_number
show,O
4,B_quantity
chiller,B_mep_obj
at storey 4 show 4 chiller,sentence
in,O
story,B_loc_level
1,B_number
for,O
every,B_quantity
items,O
of,O
burners,B_mep_obj
in story 1 for every items of burners,sentence
inside,O
storey,B_loc_level
four,B_number
all,B_quantity
objects,O
of,O
engine,B_mep_obj
inside storey four all objects of engine,sentence
in,O
story,B_loc_level
6,B_number
mark,O
8,B_quantity
elements,O
of,O
water,B_mep_obj
boiler,I_mep_obj
in story 6 mark 8 elements of water boiler,sentence
inside,O
story,B_loc_level
eight,B_number
select,O
one,B_quantity
items,O
of,O
air-to-air,B_mep_obj
heat,I_mep_obj
recovery,I_mep_obj
inside story eight select one items of air-to-air heat recovery,sentence
in,O
storey,B_loc_level
seven,B_number
condenser,B_mep_obj
in storey seven condenser,sentence
at,O
storey,B_loc_level
one,B_number
choose,O
nine,B_quantity
water,B_mep_obj
boiler,I_mep_obj
at storey one choose nine water boiler,sentence
in,O
level,B_loc_level
ten,B_number
highlight,O
2,B_quantity
heat,B_mep_obj
exchangers,I_mep_obj
in level ten highlight 2 heat exchangers,sentence
at,O
story,B_loc_level
six,B_number
",",O
find,O
instances,O
of,O
heat,B_mep_obj
exchanger,I_mep_obj
"at story six , find instances of heat exchanger",sentence
at,O
storey,B_loc_level
two,B_number
pick,O
every,B_quantity
instances,O
of,O
humidifier,B_mep_obj
at storey two pick every instances of humidifier,sentence
inside,O
story,B_loc_level
three,B_number
",",O
find,O
3,B_quantity
elements,O
of,O
humidifier,B_mep_obj
"inside story three , find 3 elements of humidifier",sentence
in,O
floor,B_loc_level
two,B_number
select,O
four,B_quantity
generators,B_mep_obj
in floor two select four generators,sentence
at,O
floor,B_loc_level
7,B_number
choose,O
7,B_quantity
items,O
of,O
cooling,B_mep_obj
towers,I_mep_obj
at floor 7 choose 7 items of cooling towers,sentence
in,O
storey,B_loc_level
seven,B_number
",",O
give,O
me,O
generator,B_mep_obj
"in storey seven , give me generator",sentence
in,O
story,B_loc_level
4,B_number
pick,O
6,B_quantity
items,O
of,O
cooling,B_mep_obj
tower,I_mep_obj
in story 4 pick 6 items of cooling tower,sentence
at,O
floor,B_loc_level
one,B_number
show,O
6,B_quantity
condensers,B_mep_obj
at floor one show 6 condensers,sentence
in,O
level,B_loc_level
8,B_number
",",O
pick,O
3,B_quantity
humidifier,B_mep_obj
"in level 8 , pick 3 humidifier",sentence
at,O
floor,B_loc_level
seven,B_number
pick,O
5,B_quantity
engines,B_mep_obj
at floor seven pick 5 engines,sentence
at,O
storey,B_loc_level
5,B_number
mark,O
each,B_quantity
items,O
of,O
cooled,B_mep_obj
beam,I_mep_obj
at storey 5 mark each items of cooled beam,sentence
at,O
floor,B_loc_level
10,B_number
mark,O
5,B_quantity
evaporative,B_mep_obj
cooler,I_mep_obj
at floor 10 mark 5 evaporative cooler,sentence
in,O
story,B_loc_level
8,B_number
",",O
give,O
eight,B_quantity
evaporative,B_mep_obj
coolers,I_mep_obj
"in story 8 , give eight evaporative coolers",sentence
within,O
storey,B_loc_level
2,B_number
pick,O
10,B_quantity
elements,O
of,O
chillers,B_mep_obj
coil,I_mep_obj
within storey 2 pick 10 elements of chillers coil,sentence
at,O
level,B_loc_level
4,B_number
highlight,O
heat,B_mep_obj
exchanger,I_mep_obj
at level 4 highlight heat exchanger,sentence
at,O
floor,B_loc_level
5,B_number
find,O
9,B_quantity
elements,O
of,O
heat,B_mep_obj
exchangers,I_mep_obj
at floor 5 find 9 elements of heat exchangers,sentence
give,O
me,O
ten,B_quantity
member,B_built_obj
placed,O
inside,O
mechanical,B_loc_space
room,I_loc_space
give me ten member placed inside mechanical room,sentence
select,O
5,B_quantity
beams,B_built_obj
placed,O
within,O
elevator,B_loc_space
select 5 beams placed within elevator,sentence
choose,O
6,B_quantity
pile,B_built_obj
contained,O
within,O
bathroom,B_loc_space
choose 6 pile contained within bathroom,sentence
two,B_quantity
railing,B_built_obj
at,O
hallway,B_loc_space
two railing at hallway,sentence
show,O
me,O
9,B_quantity
structural,B_built_obj
members,I_built_obj
contained,O
within,O
roof,B_loc_space
show me 9 structural members contained within roof,sentence
give,O
ten,B_quantity
door,B_built_obj
placed,O
inside,O
roof,B_loc_space
give ten door placed inside roof,sentence
give,O
me,O
beams,B_built_obj
positioned,O
inside,O
stairway,B_loc_space
give me beams positioned inside stairway,sentence
find,O
8,B_quantity
instances,O
of,O
pile,B_built_obj
positioned,O
in,O
roof,B_loc_space
find 8 instances of pile positioned in roof,sentence
for,O
five,B_quantity
items,O
of,O
window,B_built_obj
positioned,O
within,O
corridor,B_loc_space
for five items of window positioned within corridor,sentence
mark,O
instances,O
of,O
stair,B_built_obj
flight,I_built_obj
placed,O
in,O
kitchen,B_loc_space
mark instances of stair flight placed in kitchen,sentence
give,O
covering,B_built_obj
inside,O
bedrooms,B_loc_space
give covering inside bedrooms,sentence
show,O
eight,B_quantity
beam,B_built_obj
inside,O
lavatory,B_loc_space
show eight beam inside lavatory,sentence
select,O
each,B_quantity
coverings,B_built_obj
placed,O
within,O
utility,B_loc_space
rooms,I_loc_space
select each coverings placed within utility rooms,sentence
give,O
me,O
3,B_quantity
instances,O
of,O
beams,B_built_obj
contained,O
inside,O
washroom,B_loc_space
give me 3 instances of beams contained inside washroom,sentence
for,O
three,B_quantity
items,O
of,O
ramp,B_built_obj
flights,I_built_obj
positioned,O
inside,O
roof,B_loc_space
for three items of ramp flights positioned inside roof,sentence
